0 2 1.0
0 8 -0.6
0 9 -0.81
0 10 -0.9
0 11 -0.92
1 2 -1.0
1 8 0.6
1 9 0.81
1 10 0.9
1 11 0.92
2 5 1.0
2 8 -0.54
2 9 -1.25
2 10 -2.11
2 11 -2.55
3 5 -1.0
3 8 0.54
3 9 1.25
3 10 2.11
3 11 2.55
4 6 1.0
4 7 -0.05
5 6 -1.0
5 7 0.05
6 7 1.0
6 8 1.0
6 9 1.0
6 10 1.0
6 11 1.0
7 7 -1.0
7 8 -1.0
7 9 -1.0
7 10 -1.0
7 11 -1.0
8 0 1.0
8 17 -23.09
8 18 -46.19
8 19 -69.28
8 20 -92.38
8 21 -100.0
9 0 -1.0
9 17 23.09
9 18 46.19
9 19 69.28
9 20 92.38
9 21 100.0
10 14 1.0
10 16 -100.0
11 14 -1.0
11 16 100.0
12 15 1.0
12 17 -700.0
12 18 -3100.0
12 19 -7100.0
12 20 -12700.0
12 21 -15100.0
13 15 -1.0
13 17 700.0
13 18 3100.0
13 19 7100.0
13 20 12700.0
13 21 15100.0
14 16 1.0
14 17 1.0
14 18 1.0
14 19 1.0
14 20 1.0
14 21 1.0
15 16 -1.0
15 17 -1.0
15 18 -1.0
15 19 -1.0
15 20 -1.0
15 21 -1.0
16 1 1.0
16 28 -32.66
16 29 -65.32
16 30 -97.98
16 31 -100.0
17 1 -1.0
17 28 32.66
17 29 65.32
17 30 97.98
17 31 100.0
18 25 1.0
18 27 -100.0
19 25 -1.0
19 27 100.0
20 26 1.0
20 28 -700.0
20 29 -3100.0
20 30 -7100.0
20 31 -7600.0
21 26 -1.0
21 28 700.0
21 29 3100.0
21 30 7100.0
21 31 7600.0
22 27 1.0
22 28 1.0
22 29 1.0
22 30 1.0
22 31 1.0
23 27 -1.0
23 28 -1.0
23 29 -1.0
23 30 -1.0
23 31 -1.0
24 2 1.0
24 37 -0.92
25 2 -1.0
25 37 0.92
26 34 1.0
26 36 -100.0
27 34 -1.0
27 36 100.0
28 35 1.0
28 37 -121.08
29 35 -1.0
29 37 121.08
30 36 1.0
30 37 1.0
31 36 -1.0
31 37 -1.0
32 0 1.0
32 38 -100.0
32 39 -0.01
32 42 -100.0
32 43 -100.0
32 44 -0.01
32 45 -100.0
33 0 -1.0
33 38 100.0
33 39 0.01
33 42 100.0
33 43 100.0
33 44 0.01
33 45 100.0
34 2 1.0
34 38 -0.0
34 39 -0.92
34 40 -0.92
34 43 -0.92
34 44 -0.92
34 45 -0.0
35 2 -1.0
35 38 0.0
35 39 0.92
35 40 0.92
35 43 0.92
35 44 0.92
35 45 0.0
36 38 -2.78
36 42 -2.78
36 47 1.0
37 38 2.78
37 42 2.78
37 47 -1.0
38 39 -9.57
38 40 -9.57
38 43 -5.12
38 44 -8.71
38 45 -8.13
38 48 1.0
39 39 9.57
39 40 9.57
39 43 5.12
39 44 8.71
39 45 8.13
39 48 -1.0
40 38 1.0
40 39 1.0
40 40 1.0
40 41 1.0
40 42 1.0
40 43 1.0
40 44 1.0
40 45 1.0
41 38 -1.0
41 39 -1.0
41 40 -1.0
41 41 -1.0
41 42 -1.0
41 43 -1.0
41 44 -1.0
41 45 -1.0
42 1 1.0
42 49 -100.0
42 50 -0.01
42 53 -100.0
42 54 -100.0
42 55 -0.01
42 56 -100.0
43 1 -1.0
43 49 100.0
43 50 0.01
43 53 100.0
43 54 100.0
43 55 0.01
43 56 100.0
44 2 1.0
44 49 -0.0
44 50 -0.92
44 51 -0.92
44 54 -0.92
44 55 -0.92
44 56 -0.0
45 2 -1.0
45 49 0.0
45 50 0.92
45 51 0.92
45 54 0.92
45 55 0.92
45 56 0.0
46 49 -7.63
46 53 -7.63
46 58 1.0
47 49 7.63
47 53 7.63
47 58 -1.0
48 50 -9.78
48 51 -9.78
48 52 -9.78
48 54 -0.67
48 55 -6.91
48 56 -8.06
48 59 1.0
49 50 9.78
49 51 9.78
49 52 9.78
49 54 0.67
49 55 6.91
49 56 8.06
49 59 -1.0
50 49 1.0
50 50 1.0
50 51 1.0
50 52 1.0
50 53 1.0
50 54 1.0
50 55 1.0
50 56 1.0
51 49 -1.0
51 50 -1.0
51 51 -1.0
51 52 -1.0
51 53 -1.0
51 54 -1.0
51 55 -1.0
51 56 -1.0
52 2 1.0
53 0 1.0
53 3 -100.0
54 1 1.0
54 4 -100.0
55 10 1.0
55 11 1.0
55 12 -1.0
56 7 1.0
56 8 1.0
56 12 1.0
57 9 1.0
57 13 -1.0
58 7 1.0
58 11 1.0
58 13 1.0
59 21 1.0
59 22 -1.0
60 16 1.0
60 17 1.0
60 18 1.0
60 19 1.0
60 22 1.0
61 19 1.0
61 20 1.0
61 21 1.0
61 23 -1.0
62 16 1.0
62 17 1.0
62 23 1.0
63 18 1.0
63 24 -1.0
64 16 1.0
64 20 1.0
64 21 1.0
64 24 1.0
65 30 1.0
65 31 1.0
65 32 -1.0
66 27 1.0
66 28 1.0
66 32 1.0
67 29 1.0
67 33 -1.0
68 27 1.0
68 31 1.0
68 33 1.0
69 43 1.0
69 44 1.0
69 45 1.0
69 46 -1.0
70 38 1.0
70 39 1.0
70 40 1.0
70 41 1.0
70 42 1.0
70 46 1.0
71 54 1.0
71 55 1.0
71 56 1.0
71 57 -1.0
72 49 1.0
72 50 1.0
72 51 1.0
72 52 1.0
72 53 1.0
72 57 1.0
73 0 -1.0
74 1 -1.0
75 2 -1.0
76 5 -1.0
77 6 -1.0
78 7 -1.0
79 8 -1.0
80 9 -1.0
81 10 -1.0
82 11 -1.0
83 14 -1.0
84 15 -1.0
85 16 -1.0
86 17 -1.0
87 18 -1.0
88 19 -1.0
89 20 -1.0
90 21 -1.0
91 25 -1.0
92 26 -1.0
93 27 -1.0
94 28 -1.0
95 29 -1.0
96 30 -1.0
97 31 -1.0
98 34 -1.0
99 35 -1.0
100 36 -1.0
101 37 -1.0
102 38 -1.0
103 39 -1.0
104 40 -1.0
105 41 -1.0
106 42 -1.0
107 43 -1.0
108 44 -1.0
109 45 -1.0
110 47 -1.0
111 48 -1.0
112 49 -1.0
113 50 -1.0
114 51 -1.0
115 52 -1.0
116 53 -1.0
117 54 -1.0
118 55 -1.0
119 56 -1.0
120 58 -1.0
121 59 -1.0
122 3 -1.0
123 3 1.0
124 4 -1.0
125 4 1.0
126 12 -1.0
127 12 1.0
128 13 -1.0
129 13 1.0
130 22 -1.0
131 22 1.0
132 23 -1.0
133 23 1.0
134 24 -1.0
135 24 1.0
136 32 -1.0
137 32 1.0
138 33 -1.0
139 33 1.0
140 46 -1.0
141 46 1.0
142 57 -1.0
143 57 1.0
